OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,OPPORTUNITY STATUS,POSTED DATE,CLOSE DATE,Search Term
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356857"",""DFOP0016984"")",Build Partner Resilience to Counter Proliferator State Hybrid Threats in the Nonproliferation Arena,DOS-ISN,posted,10/26/2024,01/17/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356862"",""DFOP0016991"")",Countering WMD and UAS Threats in Iraq,DOS-ISN,posted,10/26/2024,01/17/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356867"",""DFOP0016994"")",Nonproliferation Scientist Engagement Program,DOS-ISN,posted,10/26/2024,01/17/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356860"",""DFOP0016985"")",Countering Proliferator State Advanced Conventional Weapons Proliferation,DOS-ISN,posted,10/26/2024,01/17/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356863"",""DFOP0016993"")",Countering the Russian Federation’s Sanctions Evasion Activities,DOS-ISN,posted,10/26/2024,01/17/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356859"",""DFOP0016989"")",Build Partner Capabilities to Counter Global Biological Threats,DOS-ISN,posted,10/26/2024,01/17/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356856"",""DFOP0016987"")",Build Partner Capabilities to Protect Semiconductor and CHIPS Technology,DOS-ISN,posted,10/25/2024,01/17/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356861"",""DFOP0016990"")",Building Partner Capacity to Counter Chemical Weapons Threats,DOS-ISN,posted,10/26/2024,01/17/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356865"",""DFOP0016995"")","Countering DPRK and Iran’s WMD, UAS, and Missile Proliferation",DOS-ISN,posted,10/26/2024,01/17/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/328814"",""RFI-278-20-HSQA"")",Health Service Quality Accelerator,USAID-JOR,forecasted,08/27/2020,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351422"",""72067424RFA00001"")",Health Financing and Public Financial Management Systems Strengthening Activity in South Africa,USAID-SAF,forecasted,12/11/2023,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/312434"",""7200AA19APS00001"")",Local Organizations Network Project (LON),USAID,posted,01/29/2019,09/28/2029,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/349656"",""72049223APS00001"")",UNIVERSAL HEALTH CARE PROJECT APS,USAID-PHI,posted,08/01/2023,07/31/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356643"",""72068724RFA00007"")",USAID Access Miahy,USAID-MAD,posted,10/07/2024,11/27/2024,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356660"",""72068724RFA00008"")",USAID Access Miahy,USAID-MAD,posted,10/08/2024,11/27/2024,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350600"",""RFI-621-24-HO-00001"")",USAID Malaria Vector Control Activity (MVCA),USAID-TAN,forecasted,10/17/2023,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347106"",""RFI-2023-OVC-NW"")","Children, Adolescents & Families in the HIV Epidemic in the North West Province",USAID-SAF,forecasted,03/24/2023,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352303"",""720674RFA00006"")",USAID/Lesotho Bophelo Bo Botle (Good Health) Activity,USAID-SAF,forecasted,02/12/2024,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348036"",""72067423RFI00004"")","Draft Notice of Funding Opportunity - Children, Adolescents, and Families in the HIV Epidemic in Limpopo Province",USAID-SAF,forecasted,05/10/2023,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352469"",""7200AA2400010"")",USAID Integrated Health Systems Strengthening Activity (IHSS) - RFI #2,USAID,forecasted,02/15/2024,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354782"",""HRSA-25-052"")",Ryan White HIV/AIDS Program Part C Early Intervention Services Program: Limited Existing Geographic Service Areas,HHS-HRSA,posted,10/08/2024,12/10/2024,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356642"",""72066924RFA00002"")",Advancing Community Health Activity (ACHA),USAID-LIB,posted,10/07/2024,11/21/2024,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/315120"",""7200AA19APS00002"")","MOMENTUM (Moving Integrated, Quality Maternal, Newborn, and Child Health Services, Voluntary Family Planning, and Reproductive Health Care [MNCH/FP/RH] to Scale)",USAID,posted,04/22/2019,09/30/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356434"",""72066024RFA00006"")",USAID Accelerator Activity,USAID-DEM,posted,09/17/2024,10/30/2024,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/330125"",""RFI-GH-21-002"")",PROPEL Health Project (Promoting Results and Outcomes through Policy and Economic Levers),USAID,forecasted,11/30/2020,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/328985"",""RFI-720656-20IFPI"")",Request for Information -Improved Family planning Initiative in Mozambique,USAID-MOZ,forecasted,09/09/2020,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356270"",""AFPMB-BAA-25-01"")",Funding Opportunity Title:Deployed Warfighter Protection (DWFP) Program for the Protection of Deployed Military Personnel from Threats Posed by Arthropod Disease Vectors,DOD,posted,08/29/2024,01/28/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351526"",""USDA-NIFA-AFRI-010453"")",Agriculture and Food Research Initiative Competitive Grants Program Foundational and Applied Science Program,USDA-NIFA,posted,12/15/2023,12/31/2024,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/187913"",""APS-OAA-12-000007"")","Microbicides Research, Development, and Introduction",USAID,posted,07/30/2012,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/337086"",""CDC-RFA-TP22-2201"")",Public Health Crisis Response Cooperative Agreement,HHS-CDC-OPHPR,posted,01/13/2022,11/19/2024,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/328144"",""RFI-685-20-IHSHCS-01"")",Improving Health Status and Human Capital in Senegal Activity,USAID-SEN,forecasted,07/17/2020,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/298577"",""720FDA18RFA00002"")",Responding to Pakistan’s Internally Displaced (RAPID) III,USAID,posted,11/09/2017,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/318376"",""7200AA19APS00013"")",New Partnerships Initiative (NPI) – Global Health,USAID,posted,07/12/2019,09/30/2030,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/349586"",""HT9425-23-S-SOC1"")",BROAD AGENCY ANNOUNCEMENT (BAA) for Extramural Biomedical and Human Performance Research and Development Department of Defense,DOD-AMRAA,posted,07/27/2023,07/31/2028,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/90013"",""USAID-UGANDA-617-INFORMATION-04-2011"")",INFORMATION ON UGANDA LITERACY AND HEALTH EDUCATION PROGRAM,USAID-UGA,posted,04/27/2011,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/169333"",""RFA-674-12-000006"")",Service Delivery and Support for Families Caring For Orphans and Vulnerable Children (OVC),USAID-SAF,posted,05/07/2012,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/133033"",""RFA-674-12-000002"")",Systems Strengthening for Better HIV/TB Patient Outcomes,USAID-SAF,posted,12/07/2011,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343725"",""HT942523SBAA1"")",DOD USAMRDC FY23-FY27 BROAD AGENCY ANNOUNCEMENT for Extramural Medical Research,DOD-AMRAA,posted,09/22/2022,09/30/2027,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/305335"",""RFI-625-18-RISEII-HSD"")",RISE II HEALTH SERVICES DELIVERY ACTIVITY,USAID-SEN,posted,05/18/2018,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/330175"",""FA7000-21-S-0001"")",Research Interests of the United States Air Force Academy (formerly USAFA-BAA-2021),DOD-USAFA,posted,12/02/2020,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356420"",""72061124RFA00004"")",USAID Acting on Climate Change Together,USAID-ZAM,posted,09/13/2024,11/04/2024,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354285"",""7200AA24APS00006"")",Locally Led Development Annual Program Statement (LLD-APS),USAID,posted,05/17/2024,05/16/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/314817"",""7200AA19APS00010"")",Active Communities - Effective States (ACES),USAID,posted,04/11/2019,04/10/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/275168"",""SOL-OAA-15-000054"")","Annual Program Statement - Policy, Advocacy, and Communication Enhanced  for Population and Reproductive Health (PACE)",USAID,posted,03/13/2015,03/12/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356165"",""72068524RFA00017"")",USAID Burkina Faso Community Health Activity,USAID-SEN,posted,08/22/2024,11/08/2024,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347990"",""PAR-23-202"")",Vet-LIRN Capacity-Building Project and Equipment Grants (U18),HHS-FDA,posted,05/18/2023,09/04/2028,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355276"",""RFI-278-24-PFH-PDR-PHC"")","Jordan RFI/SSN: Prevent, Detect, Respond - Primary Health Care (PDR-PHC) Activity",USAID-JOR,forecasted,07/08/2024,,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356082"",""CDC-RFA-JG-25-0139"")",Support Ethiopia's Capacity to Meet International Health Regulations Requirements,HHS-CDC-GHC,forecasted,08/15/2024,,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356083"",""CDC-RFA-JG-25-0140"")","Enhancing Capacity & Accelerating Sustainability of Public Health Systems in India to Prevent, Detect and Respond to Infectious Disease Outbreaks and Other Public Health Emergencies",HHS-CDC-GHC,forecasted,08/15/2024,,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356091"",""CDC-RFA-JG-25-0154"")",Tanzania Global Health Security Partner Engagement: Advancing Efforts and Strategies to Protect and Improve Public Health,HHS-CDC-GHC,forecasted,08/15/2024,,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/309813"",""7200AA19RFA00004"")",One Health Workforce (OHW) Next Generation,USAID,posted,10/22/2018,,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356765"",""72052725RFA00001"")",Strengthening Systems for Health Security Activity (SSHS),USAID-PER,posted,10/18/2024,12/16/2024,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351526"",""USDA-NIFA-AFRI-010453"")",Agriculture and Food Research Initiative Competitive Grants Program Foundational and Applied Science Program,USDA-NIFA,posted,12/15/2023,12/31/2024,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356589"",""72039124RFA00002"")",Global Health Security (GHS) Activity,USAID-PAK,posted,09/30/2024,11/15/2024,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351301"",""72044024RFI00001"")",USAID Strengthening Local Health Security Activity,USAID-VIE,forecasted,12/05/2023,,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356858"",""DFOP0016988"")",Build Partner Capabilities to Protect Critical Advanced and Emerging Technologies,DOS-ISN,posted,10/26/2024,01/17/2025,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356864"",""DFOP0016986"")","Advancing Nuclear Safety, Security, and Nonproliferation through the FIRST Program",DOS-ISN,posted,10/26/2024,01/17/2025,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356866"",""DFOP0016992"")",Build Partner Capabilities to Counter the Russian Federation’s Chemical and Biological Threats,DOS-ISN,posted,10/26/2024,01/17/2025,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356857"",""DFOP0016984"")",Build Partner Resilience to Counter Proliferator State Hybrid Threats in the Nonproliferation Arena,DOS-ISN,posted,10/26/2024,01/17/2025,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356862"",""DFOP0016991"")",Countering WMD and UAS Threats in Iraq,DOS-ISN,posted,10/26/2024,01/17/2025,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356867"",""DFOP0016994"")",Nonproliferation Scientist Engagement Program,DOS-ISN,posted,10/26/2024,01/17/2025,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356860"",""DFOP0016985"")",Countering Proliferator State Advanced Conventional Weapons Proliferation,DOS-ISN,posted,10/26/2024,01/17/2025,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356863"",""DFOP0016993"")",Countering the Russian Federation’s Sanctions Evasion Activities,DOS-ISN,posted,10/26/2024,01/17/2025,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356859"",""DFOP0016989"")",Build Partner Capabilities to Counter Global Biological Threats,DOS-ISN,posted,10/26/2024,01/17/2025,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356856"",""DFOP0016987"")",Build Partner Capabilities to Protect Semiconductor and CHIPS Technology,DOS-ISN,posted,10/25/2024,01/17/2025,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356861"",""DFOP0016990"")",Building Partner Capacity to Counter Chemical Weapons Threats,DOS-ISN,posted,10/26/2024,01/17/2025,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356865"",""DFOP0016995"")","Countering DPRK and Iran’s WMD, UAS, and Missile Proliferation",DOS-ISN,posted,10/26/2024,01/17/2025,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355947"",""72048624RFI00002"")",Request for Information-USAID/RDMA Thailand HIV Key Population Civil Society Organization Leadership,USAID-THA,posted,08/08/2024,10/31/2024,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/328144"",""RFI-685-20-IHSHCS-01"")",Improving Health Status and Human Capital in Senegal Activity,USAID-SEN,forecasted,07/17/2020,,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/312434"",""7200AA19APS00001"")",Local Organizations Network Project (LON),USAID,posted,01/29/2019,09/28/2029,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/349656"",""72049223APS00001"")",UNIVERSAL HEALTH CARE PROJECT APS,USAID-PHI,posted,08/01/2023,07/31/2025,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/330175"",""FA7000-21-S-0001"")",Research Interests of the United States Air Force Academy (formerly USAFA-BAA-2021),DOD-USAFA,posted,12/02/2020,,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356434"",""72066024RFA00006"")",USAID Accelerator Activity,USAID-DEM,posted,09/17/2024,10/30/2024,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356403"",""HR001124S0034"")",Biological Technologies,DOD-DARPA-BTO,posted,09/11/2024,09/10/2025,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354285"",""7200AA24APS00006"")",Locally Led Development Annual Program Statement (LLD-APS),USAID,posted,05/17/2024,05/16/2025,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356642"",""72066924RFA00002"")",Advancing Community Health Activity (ACHA),USAID-LIB,posted,10/07/2024,11/21/2024,"""Antimicrobial Resistance"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355879"",""CDC-RFA-DP-25-0118"")",Enhancing and Modernizing the US Vision and Eye Health Surveillance System,HHS-CDC-NCCDPHP,forecasted,08/05/2024,,"""Social Determinants"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356544"",""NOT-CA-24-106"")",Notice of Intent to Publish a Notice of Funding Opportunity for Social Determinants of Health (SDoH) and Quality of Care Contributors to Cancer Disparities in People with HIV (U01; Clinical Trial Optional),HHS-NIH11,forecasted,09/26/2024,,"""Social Determinants"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353964"",""RFA-CE-25-149"")",Rigorous Evaluation of Primary and Secondary Overdose Prevention Activities Among Populations Disproportionately Affected by Overdose,HHS-CDC-HHSCDCERA,posted,08/30/2024,12/02/2024,"""Social Determinants"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354033"",""RFA-CE-25-031"")",Rigorously Evaluating Primary Prevention Strategies for Intimate Partner Violence and Sexual Violence,HHS-CDC-HHSCDCERA,posted,08/30/2024,12/02/2024,"""Social Determinants"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353986"",""RFA-CE-25-032"")",Formative Research of Community-led Primary Prevention Approaches to Address Elevated Risk of Intimate Partner Violence & Sexual Violence,HHS-CDC-HHSCDCERA,posted,08/30/2024,12/02/2024,"""Social Determinants"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356569"",""EPA-OCSPP-OPP-2024-005"")",Pesticides Health Care Initiative: National and Community Based Health Care Provider Training for Pesticide Illness,EPA,posted,09/27/2024,12/19/2024,"""Social Determinants"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355205"",""RFA-DP-25-038"")",Epilepsy Incidence Among Children in the United States,HHS-CDC-HHSCDCERA,forecasted,06/28/2024,,"""Social Determinants"""
